Column,Mean,Median,Std Dev,Min,Max,Skewness,Kurtosis,Outlier %,Missing %,Unique Count,Unique %
QT_M92,0.007418799418264489,0.0,0.17335381804769964,0.0,59.0,151.6118763241074,46013.104463905926,0.48076762340983936,0.0,16,0.005349292054629645
QTD_H285,4.6806305478009396e-05,0.0,0.006841364712456804,0.0,1.0,146.1562277289317,21359.642903951364,0.00468063054780094,0.0,2,0.0006686615068287056
QT_M79,0.00024071814245833404,0.0,0.02662190116242695,0.0,5.0,136.0617168382132,20572.88769861836,0.011367245616087996,0.0,6,0.002005984520486117
QTD_H61,8.692599588773174e-05,0.0,0.010014589617281446,0.0,2.0,126.46583437802096,17941.612984857064,0.008023938081944468,0.0,3,0.0010029922602430585
QT_M94,8.692599588773174e-05,0.0,0.010014589617281446,0.0,2.0,126.46583437802093,17941.61298485707,0.008023938081944468,0.0,3,0.0010029922602430585
AMT_M112,-0.19809431470553818,0.0,7.230018550576462,-1876.0,0.0,-126.06888475261198,23973.831019893194,0.27649153307366975,0.0,38,0.012704568629745406
QTD_H360,6.352284314872703e-05,0.0,0.007969882079475497,0.0,1.0,125.45663985847663,15737.368484579507,0.006352284314872703,0.0,2,0.0006686615068287056
QTD_C4,0.10690634980274281,0.0,0.7357424987800173,0.0,180.0,124.86846836579294,26001.973762064914,8.500258312981401,43.0514367864128,28,0.016438098816456886
QTD_C5,0.2091982904377231,0.0,1.46921407655614,0.0,318.0,124.64382342041775,21358.806954000127,15.39075709186549,43.0514367864128,40,0.023482998309224123
QTD_H336,9.026930342187526e-05,0.0,0.010180114512818004,0.0,2.0,123.56390698654761,17113.70121778275,0.00835826883535882,0.0,3,0.0010029922602430585
AMT_M109,0.3945102890289363,0.0,32.29488812830887,0.0,5500.0,123.41879439236214,17526.493418402046,0.03075842931412046,0.0,10,0.0033433075341435282
QTD_C6,0.303253569415743,0.0,2.120682248226789,0.0,398.0,122.21179565489265,19090.780061614314,21.11649915461206,43.0514367864128,42,0.02465714822468533
QTD_C7,0.39189014653390947,0.0,2.6907725448617263,0.0,498.0,121.83527888554464,18542.415563923732,2.0271698290437725,43.0514367864128,42,0.02465714822468533
QT_M167,0.00010029922602430585,0.0,0.010970388035959684,0.0,2.0,121.52223826194309,16612.27788458641,0.009026930342187526,0.0,3,0.0010029922602430585
QT_M166,0.0001069858410925929,0.0,0.011563792737116347,0.0,2.0,121.05035428468237,16446.111108192836,0.00936126109560188,0.0,3,0.0010029922602430585
QTD_H14,7.020945821701409e-05,0.0,0.00837882829309122,0.0,1.0,119.33187046346687,14238.095308309623,0.007020945821701409,0.0,2,0.0006686615068287056
QTD_H19,7.020945821701409e-05,0.0,0.008378828293091221,0.0,1.0,119.33187046346686,14238.095308309616,0.007020945821701409,0.0,2,0.0006686615068287056
QTD_H364,0.018578759967235587,0.0,0.6831689365693341,0.0,176.0,118.13267169385382,22235.507685342203,0.29956035505926015,0.0,46,0.01537921465706023
QTD_H366,0.373444108256298,0.0,7.346160281867559,0.0,2112.0,118.12009140015567,25957.371194527324,2.1564333595225755,0.0,163,0.05449591280653951
QTD_H62,0.01802377091656776,0.0,0.23499868721726416,0.0,66.0,117.83303533707422,27459.270423466372,1.5031510673509303,0.0,19,0.006352284314872703
QTD_H348,0.00010364253355844937,0.0,0.01081690404438073,0.0,2.0,113.5607129533031,14401.165783494862,0.009695591849016232,0.0,3,0.0010029922602430585
QTD_H277,8.023938081944468e-05,0.0,0.0089572992975287,0.0,1.0,111.62306398580537,12457.708413579177,0.008023938081944468,0.0,2,0.0006686615068287056
QTD_H39,8.35826883535882e-05,0.0,0.009141990029966404,0.0,1.0,109.3672715376482,11959.200083589667,0.00835826883535882,0.0,2,0.0006686615068287056
QTD_H340,0.00017050868424131995,0.0,0.017441700876721818,0.0,2.0,107.71839721044358,11950.603834523474,0.010364253355844937,0.0,3,0.0010029922602430585
QTD_H365,0.022159442336303306,0.0,0.5700006968650748,0.0,135.0,107.41930422862382,19166.568363900536,0.548636766352953,0.0,38,0.012704568629745406
QTD_H302,1.3481676716133185e-05,0.0,0.006869195425007116,-1.0,2.0,103.97858556145898,39354.517511285965,0.0037074610969366263,0.8043997927149329,4,0.0013481676716133185
QTD_H44,9.695591849016231e-05,0.0,0.009846158751672643,0.0,1.0,101.54292498350993,10308.965614206723,0.009695591849016232,0.0,2,0.0006686615068287056
QTD_H284,0.00012370237876331054,0.0,0.011418149037120177,0.0,2.0,96.54141233152424,10024.331800877088,0.012035907122916701,0.0,3,0.0010029922602430585
AMT_M108,7.527941692716604,0.0,156.41459686918847,0.0,43975.0,95.8099262118255,21900.493686299356,1.0444492736664381,0.0,557,0.18622222965179452
AMT_M105,-0.2783504120626536,0.0,11.007826304511525,-1876.0,0.0,-92.73107433848071,11018.717135163852,0.2865214556761004,0.0,68,0.022734491232175993
QTD_H54,0.051155948579930124,0.0,0.7253174831183897,0.0,121.0,92.03967600970043,10879.34921278675,3.808695942896307,0.0,54,0.01805386068437505
QTD_J25,0.0011028478444526754,0.0,0.08177192275313969,0.0,12.0,90.43526132503409,9310.827047805955,0.025386308872306865,19.664666254325404,13,0.00541019697278671
AMT_M102,0.7505725414152221,0.0,47.823660123255884,0.0,5500.0,89.24237567089494,8887.551615433036,0.048143628491666805,0.0,9,0.0030089767807291753
AMT_M106,8.19548987813644,0.0,166.2096051812639,0.0,43975.0,85.63091645039717,17552.480446865662,1.0855719563364037,0.0,572,0.1912371909530098
QTD_J36,0.0009197334853737406,0.0,0.0498366666640176,0.0,8.0,83.63015897516685,9428.478627774191,0.05202112473833375,19.664666254325404,8,0.0033293519832533593
QT_M138,0.0002106283746510423,0.0,0.015621072354584301,0.0,2.0,81.52925728032052,7460.312557524099,0.019391183698032464,0.0,3,0.0010029922602430585
QT_M139,0.0002106283746510423,0.0,0.015621072354584301,0.0,2.0,81.52925728032052,7460.312557524099,0.019391183698032464,0.0,3,0.0010029922602430585
QTD_H294,0.00017050868424131995,0.0,0.013056805926320254,0.0,1.0,76.56241958106074,5859.8040921063985,0.017050868424131994,0.0,2,0.0006686615068287056
QTD_H278,0.002240016047876164,0.0,0.06239624932148448,0.0,13.0,74.67866377501637,11016.06261875884,0.1949148292405677,0.0,10,0.0033433075341435282
IND_M18,0.00018053860684375051,0.0,0.013435275067683546,0.0,1.0,74.40417771908167,5533.981662052691,0.01805386068437505,0.0,2,0.0006686615068287056
QTD_J28,0.019326888262785752,0.0,0.40604337187276385,0.0,84.0,73.57193044109381,10136.441593893112,0.8023738279640596,19.664666254325404,31,0.012901238935106769
QT_M91,0.002002641212951973,0.0,0.07578360165956675,0.0,14.0,72.36605577767118,8437.219822131354,0.11735009444843783,0.0,11,0.003677638287557881
AMT_M104,-1.6787449223516826,0.0,58.32070091152755,-9935.0,0.0,-72.10629958855112,7215.483101562621,0.2982230320456027,0.0,230,0.07689607328530115
QTD_H50,0.0002373748349241905,0.0,0.01604304191276063,0.0,2.0,72.01794780662613,5695.833908246335,0.022734491232175993,0.0,3,0.0010029922602430585
PERC_M142,0.019837561323672627,0.0,13.918738083257663,-999.0,1.0,-71.7015955043897,5143.40811473731,22.531218134100065,0.0,418,0.13975025492719947
AMT_M103,-3.2901322278129754,0.0,126.60909101921281,-19000.0,0.0,-71.1916960523077,7294.500178895322,0.14075324718744253,0.0,52,0.017385199177546346
QTD_H371,0.04043730462546597,0.0,0.811615927829112,0.0,135.0,69.69726942452729,8289.22022348383,0.8762809046990188,0.0,50,0.01671653767071764
QTD_H27,0.00034770398355092694,0.0,0.020358060364619884,0.0,3.0,69.68876250351069,6142.883131340514,0.03209575232777787,0.0,4,0.0013373230136574112
QTD_H347,0.00024071814245833404,0.0,0.015938452769497756,0.0,2.0,69.31632089805677,5173.584425477101,0.023403152739004698,0.0,3,0.0010029922602430585
QT_M175,2.4600825796960932,0.0,5.787299091497457,0.0,1540.0,67.33781139272006,16800.459899818026,10.127547182427575,0.0,103,0.03443606760167834
AMT_M111,-1.4158105013289648,0.0,48.687445780941566,-6290.0,0.0,-65.94836521305234,5617.632697148762,0.28317814814195685,0.0,202,0.06753481218969927
QTD_M1,0.0007154678123067151,0.0,0.03380684995031624,0.0,5.0,65.17977217142497,5658.281404579901,0.05683622808043998,0.0,6,0.002005984520486117
FLG_F89,0.0002373748349241905,0.0,0.015405170610651385,0.0,1.0,64.88256095673508,4207.746716304438,0.02373748349241905,0.0,2,0.0006686615068287056
QTD_J34,0.004332319268208434,0.0,0.12662123038072085,0.0,21.0,64.6136144049173,6511.576114914279,0.24553970876493528,19.664666254325404,16,0.006658703966506719
QTD_H362,1.047538489827987,0.0,10.686199768814017,0.0,2244.0,63.78129569913506,8899.723735285004,8.482974206382373,0.0,233,0.07789906554554421
QT_M81,0.016235101385800973,0.0,0.45866347804029267,0.0,70.0,62.369657973815194,5863.598363779465,0.34168602998946856,0.0,39,0.01303889938315976
QT_M83,0.005228932983400478,0.0,0.1387452120297439,0.0,23.0,61.937116287039046,6539.803843835203,0.2828438173885425,0.0,16,0.005349292054629645
QT_M77,0.015927517092659767,0.0,0.4361826454500547,0.0,74.0,58.941575879990644,5743.817524779049,0.30791862389461894,0.0,34,0.011367245616087996
QTD_H295,0.0003243008308119222,0.0,0.01819020013898266,0.0,2.0,57.16063912138898,3382.55181262448,0.03209575232777787,0.0,3,0.0010029922602430585
IND_M24,0.0003075842931412046,0.0,0.017535413114033987,0.0,1.0,56.992469783531526,3246.1416120267577,0.03075842931412046,0.0,2,0.0006686615068287056
AMT_M110,-2.741696059912071,0.0,99.83191855239166,-13000.0,0.0,-56.69691463035998,4382.176737699023,0.13139198609184066,0.0,44,0.014710553150231525
QTD_H357,0.00036107721368750103,0.0,0.019519425093093488,0.0,2.0,56.58772500200108,3447.447670238315,0.035104729108507045,0.0,3,0.0010029922602430585
QTD_M2,0.00154460808077431,0.0,0.05525764635382352,0.0,7.0,54.72532830832382,4165.691966901687,0.10999481787332208,0.0,8,0.0026746460273148224
QTD_J26,0.004527918697224569,0.0,0.1745274824300619,0.0,22.0,54.593566481026215,3853.750750764809,0.11070095344317421,19.664666254325404,18,0.007491041962320059
QTD_H16,0.0004312866719045151,0.0,0.021707646799243405,0.0,2.0,53.86961690515357,3199.7821389208657,0.041122682669965396,0.0,3,0.0010029922602430585
QTD_H341,0.004533525016298624,0.0,0.08961115187538746,0.0,16.0,52.59108235203811,6145.040472055175,0.3784624128650474,0.0,10,0.0033433075341435282
QT_M159,0.0011500977917453738,0.0,0.040126760270127265,0.0,6.0,51.55643153704794,4218.274514693633,0.09996489527089149,0.0,7,0.00234031527390047
QTD_H40,0.018030457531636047,0.0,0.17361614249750598,0.0,36.0,51.31964568127519,7998.529545313753,1.6281907691278983,0.0,15,0.005014961301215292
QTD_H290,0.0005282425903946774,0.0,0.023693849464146776,0.0,3.0,48.6941902466596,2793.187325334705,0.05148693602581034,0.0,4,0.0013373230136574112
QT_M128,0.05110914227445212,0.0,0.7723517829372176,0.0,129.0,48.36445294430344,4663.253758067974,1.5476170575550392,0.0,49,0.01638220691730329
QTD_H358,0.0005917654335434045,0.0,0.025395084640436015,0.0,2.0,45.86172827644825,2315.8782101830707,0.05650189732702563,0.0,3,0.0010029922602430585
QT_M156,0.0035606225238628574,0.0,0.06994262273601742,0.0,14.0,45.25441920232478,5927.881013790574,0.3222948462914361,0.0,6,0.002005984520486117
QTD_H286,0.0006051386636799786,0.0,0.025262772609982432,0.0,3.0,44.92633084843623,2348.484651263571,0.059176543354340444,0.0,4,0.0013373230136574112
QTD_C3,0.07124154612060868,0.0,0.39832982572129394,0.0,60.0,44.17728734034981,4835.147272265205,5.97701014465527,43.0514367864128,23,0.01350272402780387
QTD_H310,2.0222515074199777e-05,0.0,0.009714506993914952,-1.0,2.0,44.11066259154346,15134.467953698728,0.00842604794758324,0.8043997927149329,4,0.0013481676716133185
QTD_H349,0.0011233513314722254,0.0,0.035999246350151795,0.0,5.0,43.76444349179819,3296.0918143027784,0.10765450259942161,0.0,4,0.0013373230136574112
QTD_H292,0.0007522441951822938,0.0,0.028958714119628214,0.0,3.0,43.288240015921694,2269.6795631262667,0.07154678123067151,0.0,4,0.0013373230136574112
QT_M123,0.02182176827535481,0.0,0.3900379359002497,0.0,53.0,43.278910237490344,2963.7919667716656,0.9184065796292271,0.0,31,0.010364253355844937
AMT_M99,10.787382357366143,0.0,204.6778875805294,0.0,27385.0,42.79318286459389,2973.0504421617443,1.135387238595142,0.0,669,0.22366727403420203
QTD_H353,0.000949499339696762,0.0,0.03238673375816102,0.0,5.0,42.62568153190523,2951.845303525836,0.09194095718894703,0.0,4,0.0013373230136574112
AMT_M98,5.529489644104913,0.0,98.5725901029653,-990.0,15245.0,40.11386673335395,3028.7458996378664,1.0755420337339732,0.0,451,0.15078316978987313
AMT_M101,9.388876815833905,0.0,180.80657847227107,0.0,19460.0,39.25766464336891,2304.7601252167856,1.0444492736664381,0.0,647,0.21631199745908627
QTD_H368,0.47285401447652164,0.0,5.294977115287725,0.0,686.0,37.395016415709414,2612.5819157355377,3.5104729108507047,0.0,163,0.05449591280653951
QTD_J30,0.008252631228489266,0.0,0.18031611197198255,0.0,21.0,37.34926362878782,2185.6817137041708,0.3579053381997362,19.664666254325404,16,0.006658703966506719
QTD_H289,0.0010364253355844937,0.0,0.03419191963158253,0.0,3.0,36.87740772038581,1611.8827082688028,0.09762457999699102,0.0,4,0.0013373230136574112
QTD_H355,0.0014209057020109995,0.0,0.041470352745754384,0.0,4.0,36.13355052648247,1767.8834620732957,0.13072332458501196,0.0,5,0.0016716537670717641
QT_M113,0.05051737684090871,0.0,0.47563776717089723,0.0,72.0,34.25229404228224,3098.255201219502,2.468698283211581,0.0,28,0.00936126109560188
QT_M89,0.004968154995737283,0.0,0.10072583022727767,0.0,10.0,34.23608771097052,1779.0334498177017,0.35639658313970013,0.0,11,0.003677638287557881
QTD_H293,0.0008659166513431738,0.0,0.029413767732553147,0.0,1.0,33.9388630704193,1149.846426512672,0.08659166513431739,0.0,2,0.0006686615068287056
QT_M146,0.2405844101569683,0.0,1.2916687391783428,0.0,201.0,33.153276342892795,3336.5374218805873,9.904882900653616,0.0,55,0.018388191437789407
QT_M147,0.2405844101569683,0.0,1.2916687391783428,0.0,201.0,33.153276342892795,3336.5374218805873,9.904882900653616,0.0,55,0.018388191437789407
QTD_J6,0.0773824634707662,0.0,0.8783992948169508,0.0,86.0,32.94450022091028,1695.891986529187,3.2144893398311183,19.664666254325404,52,0.02164078789114684
IND_M20,0.000949499339696762,0.0,0.03079936626239932,0.0,1.0,32.406597632581786,1048.1875701200547,0.0949499339696762,0.0,2,0.0006686615068287056
QT_M133,1.6470169338526603,0.0,6.703270374941863,0.0,850.0,32.36293700712565,2838.622152755851,22.511826950402032,0.0,179,0.059845204861169156
QTD_J19,0.021062312984056565,0.0,0.40705760550691816,0.0,44.0,32.19139575745563,1562.0400861095688,0.5039806564649774,19.664666254325404,27,0.011236562943480088
QTD_H369,0.054408986810651774,0.0,0.765697648285143,0.0,88.0,31.627248621709874,1802.7141632581245,1.2226475652362883,0.0,45,0.015044883903645877
QTD_J23,0.01345474370232264,0.0,0.28051289478045754,0.0,24.0,31.376304486662548,1291.5902821170314,0.41991451888783,19.664666254325404,19,0.00790721096022673
QT_M93,0.004901288845054412,0.0,0.07633338085754372,0.0,13.0,31.3477472054954,3147.3766057224384,0.47140636231423744,0.0,7,0.00234031527390047
QT_M96,0.005001588071078718,0.0,0.07711129134283685,0.0,13.0,30.750815385241143,3028.721297714927,0.48043329265642504,0.0,7,0.00234031527390047
QTD_H282,0.0012102773273599571,0.0,0.03562297481135489,0.0,2.0,30.6647627541075,1005.9864292752849,0.11801875595526654,0.0,3,0.0010029922602430585
QT_M140,1.8230153290650442,0.0,6.8745094173358865,0.0,851.0,30.54825114386459,2597.8781489767644,16.62593403654235,0.0,183,0.061182527874826566
QTD_H55,0.024162083549255278,0.0,0.25340294339603503,0.0,30.0,30.263866732405067,2053.9868464471165,1.6362147072098427,0.0,20,0.0066866150682870565
QTD_H352,0.001985924675281256,0.0,0.049294950169885915,0.0,4.0,30.02266403514602,1158.5232383209939,0.18053860684375053,0.0,5,0.0016716537670717641
QT_M130,0.13295999732535396,0.0,1.0086772376733617,0.0,129.0,29.272976818899053,1839.779610177105,6.069774828237576,0.0,54,0.01805386068437505
QT_M151,0.2978853579846542,0.0,1.3800121799093983,0.0,201.0,27.8738374333363,2564.7676761298303,12.215108406746793,0.0,57,0.019056852944618112
QT_M163,0.42697380518547,0.0,1.9710743733386724,0.0,241.0,27.727301890276756,1945.3379868216948,12.888116213369887,0.0,79,0.02641212951973387
QT_M157,0.001955834907473964,0.0,0.04739438985919042,0.0,3.0,27.29262322722002,883.7227587985292,0.18221026061082227,0.0,4,0.0013373230136574112
QTD_H26,0.001721803380083917,0.0,0.04296382933214585,0.0,3.0,26.649394791907948,794.3768031758568,0.16616238444693335,0.0,4,0.0013373230136574112
QTD_H309,0.00013481676716133186,0.0,0.017987305415279608,-1.0,2.0,26.618213381816453,3473.5337003965574,0.03134489836500966,0.8043997927149329,4,0.0013481676716133185
QT_M193,0.051353203724444595,0.0,0.38005541230680284,0.0,46.0,26.446681767319493,1624.2597914991745,3.5402283479045815,0.0,27,0.009026930342187526
QTD_H58,0.002741512177997693,0.0,0.05441829749270731,0.0,7.0,25.698804739821803,1313.9493551312733,0.2684675949917253,0.0,5,0.0016716537670717641
IND_M19,0.0015111750054328747,0.0,0.03884451570351384,0.0,1.0,25.665896421629782,656.7382391258276,0.15111750054328746,0.0,2,0.0006686615068287056
QT_M180,0.207033070676164,0.0,0.9778460755093545,0.0,102.0,25.450719528838604,1447.8391305465375,12.935454331101571,39.02910349208472,44,0.02412717213092281
QT_M143,0.07078116380535264,0.0,0.48328655067351894,0.0,72.0,25.444457124615766,2123.2665891296274,4.131993781447987,0.0,28,0.00936126109560188
QTD_H345,0.0020995971314421357,0.0,0.04860721474393145,0.0,3.0,25.314470890103436,725.7056322914888,0.1969208137610538,0.0,4,0.0013373230136574112
QTD_H36,0.00177195299309607,0.0,0.0428449000889282,0.0,3.0,25.211233334942857,693.2855842581929,0.17418632252887783,0.0,4,0.0013373230136574112
QTD_J8,0.030675816835700642,0.0,0.48316716270987853,0.0,31.0,25.166954774088122,868.5561557922354,0.7478556892382858,19.664666254325404,28,0.011652731941386758
QTD_H314,0.002207624562266809,0.0,0.0681391964317677,-3.0,8.0,24.970615552794893,1708.4517463857424,0.3181675705007432,0.8043997927149329,11,0.0037074610969366263
QTD_H339,0.011454171611975728,0.0,0.12682230587201299,0.0,18.0,24.815575477470833,1912.3423584496804,1.0153624981193896,0.0,10,0.0033433075341435282
QTD_C1,0.03302296637234642,0.0,0.2267160281500109,0.0,19.0,24.598868749975715,1439.8961970689845,3.0357646064249484,43.0514367864128,16,0.00939319932368965
QTD_H53,0.4938366125608064,0.0,1.1897129926044225,0.0,126.0,24.568565621979538,1642.2538373322898,3.4626636131124524,0.0,61,0.020394175958275522
QTD_J2,0.0019458049848715335,0.0,0.045413486920166904,0.0,2.0,24.501871714056627,648.3398018863651,0.188562544925695,0.0,3,0.0010029922602430585
QTD_H356,0.0017251466876180605,0.0,0.041740103336726724,0.0,2.0,24.426372762417387,607.561122116103,0.171511676501563,0.0,3,0.0010029922602430585
QT_M174,2.2238177228732385,0.0,7.916742206607226,0.0,870.0,24.04339266410942,1642.3035675197661,18.7934003109276,0.0,200,0.06686615068287056
QT_M153,0.006706674913491918,0.0,0.0894747552075213,0.0,13.0,23.89594051234361,1761.1080171512538,0.635897092994099,0.0,7,0.00234031527390047
QT_M150,0.36866652179000686,0.0,1.5522457117026365,0.0,203.0,23.763966084539714,1856.8187976463664,14.682135036191305,0.0,60,0.02005984520486117
QT_M117,0.03399475100717139,0.0,0.4350629688554443,0.0,42.0,23.706309690145684,950.8803393768095,1.116330385650524,0.0,27,0.009026930342187526
QT_M119,0.04090871098778021,0.0,0.4235255206670059,0.0,37.0,23.639210953628695,1011.1944515006223,1.8856254492569497,0.0,28,0.00936126109560188
TARGET,0.001842162451313084,0.0,0.04288094024629694,0.0,1.0,23.234503135281425,537.8421359434019,0.1842162451313084,0.0,2,0.0006686615068287056
QTD_H276,0.006449240233362866,0.0,0.0909573570296302,0.0,9.0,22.245711529260177,1025.9488985430346,0.5880877952558465,0.0,7,0.00234031527390047
QT_M125,0.046889888166362984,0.0,0.3177306142862903,0.0,45.0,21.95779568923785,1705.8389206061997,3.407833369552498,0.0,18,0.006017953561458351
QT_M76,0.055381889303087545,0.0,0.40241228170927673,0.0,46.0,21.087877974005977,1234.6138092205822,3.0574547399742564,0.0,23,0.007689607328530115
QT_M116,0.04087862121997292,0.0,0.4839111261331199,0.0,42.0,20.90229422763437,709.3280905413314,1.2891793851657445,0.0,28,0.00936126109560188
QTD_H37,0.0029788870129218836,0.0,0.056248872522712705,0.0,4.0,20.862639795808576,549.9807856878804,0.2905334247170726,0.0,5,0.0016716537670717641
QTD_H279,0.003125992544424199,0.0,0.058741493041495334,0.0,3.0,20.80492300475347,512.3178040852433,0.29788870129218836,0.0,4,0.0013373230136574112
QTD_H28,0.008568897210009863,0.0,0.09976565828011352,0.0,14.0,20.714360125570114,1471.636004895178,0.8181073536049214,0.0,6,0.002005984520486117
QTD_C9,0.0023717828292316363,0.0,0.048763848645575196,0.0,2.0,20.612056376644524,426.96897346285056,0.23659120796543304,43.0514367864128,3,0.0017612248731918093
QTD_H331,0.005419501512846659,0.0,0.08116068405316937,0.0,7.0,20.217912761572453,674.8127965353192,0.5014961301215293,0.0,7,0.00234031527390047
QT_M191,0.4723859514217415,0.0,1.8855784396203419,0.0,161.0,20.070265422281253,922.868393974235,17.821835141505492,0.0,82,0.02741512177997693
QT_M186,0.6361511843666939,0.0,2.541160900124752,0.0,260.0,20.01180695218047,1019.9183025738746,17.821835141505492,0.0,99,0.03309874458802093
QTD_H32,0.0027181090252586886,0.0,0.05263943111587913,0.0,3.0,19.993040012933392,433.09060156831714,0.2694705872519684,0.0,4,0.0013373230136574112
QT_M129,0.014416342087226893,0.0,0.1742128049616865,0.0,14.0,19.501123940445073,646.0389351223956,0.9471590244228615,0.0,13,0.0043462997943865865
QT_M173,5.434750338509888,2.0,11.222835623899561,0.0,1542.0,19.438828454469885,1638.945281388045,8.01023052105448,0.0,229,0.07656174253188679
QTD_G1,0.021036318450111554,0.0,0.21965737053411633,0.0,12.0,19.409745190297556,568.2514492588753,1.4692592278799175,5.293458818809448,13,0.004589228727159762
QTD_H342,0.006068103174470504,0.0,0.08603523775002563,0.0,7.0,19.30186317562109,624.4873986212189,0.5603383427224553,0.0,8,0.0026746460273148224
QTD_H361,0.009575232777787065,0.0,0.10873776942663961,0.0,12.0,18.99357593246643,919.4770365342755,0.8886511425753498,0.0,10,0.0033433075341435282
QT_M82,0.09637752628675549,0.0,0.7814513890420616,0.0,68.0,18.97675836243061,713.0395736686088,3.1711271961351364,0.0,39,0.01303889938315976
QTD_H329,0.026004246000568363,0.0,0.21112141619406502,0.0,22.0,18.79574002655078,901.3413124308137,2.109961384797981,0.0,16,0.005349292054629645
QTD_J9,0.10403392609670935,0.0,1.2415757594528591,0.0,86.0,18.744820363690025,511.4130951000873,1.2460099797325697,19.664666254325404,30,0.012485069937200098
QTD_H283,0.017164540880292872,0.0,0.18312038739097167,0.0,16.0,18.324455242656985,657.0317676335429,1.19590110496314,0.0,13,0.0043462997943865865
QT_M196,0.8599622206248642,0.0,3.2318420553012714,0.0,394.0,18.281260886332323,1100.8075865631426,17.821835141505492,0.0,107,0.03577339061533576
QT_M124,0.060029086775547046,0.0,0.3644181071510001,0.0,45.0,17.400719633866057,1037.5354629091955,4.237307968773508,0.0,19,0.006352284314872703
